DateAware,DateSubmitted,BreachCause,DateStart,DateEnd,BreachedEntity,CyberattackType,ResidentsAffected,IndustryType,Year,DaysToContainBreach,DaysOfExposure,DaysElapsedBeforeNotification,StateAffected,Id,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysOfExposureRange,EntityState
6/28/22,7/22/22,Theft or Mistake,6/24/22,6/24/22,Sound Health & Wellness Trust c/o Zenith American Solutions,,"36,994",Health,"2,022",0,0,24,WA,"13,593",,"2,022",2022,"10,000-49,999",Jan-99,4,4,FALSE,4,FALSE,0,WA
3/17/22,7/19/22,Cyberattack,7/23/19,3/8/22,"PPA Holdings, Inc.",Malware,629,Business,"2,022",0,959,124,NC,"13,592",Retail,"2,022",2022,500-999,500+,968,968,FALSE,9,FALSE,500+,NC
4/29/22,7/18/22,Cyberattack,4/27/22,5/12/22,Premera Blue Cross,Ransomware,"1,303",Health,"2,022",13,15,80,WA,"13,591",,"2,022",2022,"1,000-9,999",Jan-99,2,15,TRUE,,FALSE,Jan-99,WA
6/16/22,7/14/22,Cyberattack,4/27/22,6/3/22,"Coordinated Care of Washington, Inc. & Coordinated Care Corp",Ransomware,"1,021",Health,"2,022",0,37,28,WA,"13,590",,"2,022",2022,"1,000-9,999",Jan-99,50,50,FALSE,13,FALSE,Jan-99,WA
7/11/22,7/25/22,Unauthorized Access,,,City of Bellingham (Bellingham Public Library),,735,Government,"2,023",,,14,WA,"13,581",,"2,023",2023,500-999,Unknown,,,FALSE,,FALSE,Unknown,WA
1/12/22,7/13/22,Cyberattack,4/9/21,12/28/21,"United Marketing, Inc.",Other,"4,639",Business,"2,022",0,263,182,WA,"13,577",Real Estate,"2,022",2022,"1,000-9,999",200-299,278,278,FALSE,15,FALSE,200-299,WA
6/7/21,7/11/22,Cyberattack,,6/7/21,"Afni, Inc.",Ransomware,"3,818",Business,"2,022",0,,399,IL,"13,576",Other,"2,022",2022,"1,000-9,999",Unknown,,,TRUE,,TRUE,Unknown,IL
12/15/21,7/1/22,Cyberattack,10/18/21,12/11/21,Fuller & Fuller,Phishing,704,Business,"2,022",0,54,198,WA,"13,575",Legal,"2,022",2022,500-999,Jan-99,58,58,FALSE,4,FALSE,Jan-99,WA
12/15/21,7/1/22,Cyberattack,10/18/21,12/11/21,Fuller & Fuller,Phishing,704,Business,"2,022",0,54,198,WA,"13,574",Legal,"2,022",2022,500-999,Jan-99,58,58,FALSE,4,FALSE,Jan-99,WA
3/12/22,7/8/22,Cyberattack,3/12/22,4/14/22,Heritage Life Insurance Company,Ransomware,"1,277",Business,"2,022",33,33,118,IL,"13,573",Other,"2,022",2022,"1,000-9,999",Jan-99,0,33,TRUE,,FALSE,Jan-99,IL
2/26/22,7/1/22,Cyberattack,2/22/22,2/26/22,Professional Finance Company,Ransomware,"18,346",Finance,"2,022",0,4,125,WA,"13,572",,"2,022",2022,"10,000-49,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,WA
4/17/22,6/23/22,Theft or Mistake,4/17/22,4/17/22,"New Schryver, LLC d/b/a TridentCare",,554,Health,"2,022",0,0,67,MD,"13,571",,"2,022",2022,500-999,0,0,0,TRUE,,TRUE,0,MD
6/3/22,7/1/22,Cyberattack,,,Lending Tree,Malware,901,Finance,"2,022",,,28,NC,"13,570",,"2,022",2022,500-999,Unknown,,,FALSE,,FALSE,Unknown,NC
4/18/22,6/15/22,Theft or Mistake,4/16/22,4/16/22,UW Medicine (UW Medical Center - Northwest Campus),,739,Health,"2,022",0,0,58,WA,"13,511",,"2,022",2022,500-999,Jan-99,2,2,FALSE,2,FALSE,0,WA
4/15/22,6/14/22,Cyberattack,12/4/21,12/4/21,"Sight Partners Physicians, P.C.",Unclear/unknown,"83,848",Health,"2,022",0,0,60,WA,"13,508",,"2,022",2022,"50,000-999,999",100-199,132,132,FALSE,132,FALSE,0,WA
12/27/21,6/10/22,Cyberattack,12/23/21,12/27/21,Alliance Physical Therapy Partners,Ransomware,"2,162",Health,"2,022",0,4,165,MI,"13,506",,"2,022",2022,"1,000-9,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,MI
5/14/22,6/8/22,Unauthorized Access,5/7/22,5/7/22,"Choice Health Insurance, LLC",,"1,844",Health,"2,022",0,0,25,WA,"13,505",,"2,022",2022,"1,000-9,999",Jan-99,7,7,FALSE,7,FALSE,0,WA
12/3/21,6/17/22,Unauthorized Access,12/3/21,12/4/21,"Flagstar Bank, FSB",,"34,026",Finance,"2,022",1,1,196,MI,"13,499",,"2,022",2022,"10,000-49,999",Jan-99,0,1,TRUE,,FALSE,Jan-99,MI
12/18/21,6/23/22,Cyberattack,5/21/21,12/18/21,Great Smoky Mountains Association,Malware,"2,862",Non-Profit/Charity,"2,022",0,211,187,TN,"13,498",,"2,022",2022,"1,000-9,999",200-299,211,211,TRUE,,TRUE,200-299,TN
5/4/22,6/22/22,Unauthorized Access,12/28/21,1/8/22,Renton School District,,"20,509",Education,"2,022",0,11,49,WA,"13,493",,"2,022",2022,"10,000-49,999",100-199,127,127,FALSE,116,FALSE,Jan-99,WA
4/20/22,6/15/22,Cyberattack,3/31/22,4/24/22,Baptist Medical Center,Malware,920,Health,"2,022",4,24,56,TX,"13,492",,"2,022",2022,500-999,Jan-99,20,24,TRUE,,FALSE,Jan-99,TX
3/28/22,6/6/22,Cyberattack,1/23/22,4/5/22,Numrich Gun Parts Corporation,Malware,"1,327",Business,"2,022",8,72,70,NY,"13,472",Retail,"2,022",2022,"1,000-9,999",Jan-99,64,72,TRUE,,FALSE,Jan-99,NY
3/10/22,6/3/22,Cyberattack,3/10/22,3/17/22,"On Deck Capital, Inc.",Other,"1,157",Finance,"2,022",7,7,85,NY,"13,471",,"2,022",2022,"1,000-9,999",Jan-99,0,7,TRUE,,FALSE,Jan-99,NY
4/5/22,6/3/22,Cyberattack,4/5/22,4/5/22,Kaiser Foundation Health Plan of Washington,Phishing,"69,589",Health,"2,022",0,0,59,WA,"13,470",,"2,022",2022,"50,000-999,999",0,0,0,TRUE,,TRUE,0,WA
10/20/21,6/3/22,Theft or Mistake,11/1/21,11/6/21,Varsity Tutors LLC,,655,Business,"2,022",17,5,226,MO,"13,469",Other,"2,022",2022,500-999,Jan-99,-12,5,TRUE,,FALSE,Jan-99,MO
4/21/22,6/2/22,Cyberattack,6/1/21,1/19/22,Rainier Arms,Malware,"6,493",Business,"2,022",0,232,42,WA,"13,468",Retail,"2,022",2022,"1,000-9,999",300-399,324,324,FALSE,92,FALSE,200-299,WA
2/21/21,6/2/22,Cyberattack,2/2/21,2/21/21,The Lanier Law Firm  ,Ransomware,"1,479",Business,"2,022",0,19,466,TX,"13,467",Legal,"2,022",2022,"1,000-9,999",Jan-99,19,19,TRUE,,TRUE,Jan-99,TX
12/17/21,5/27/22,Cyberattack,12/10/21,12/14/21,Lower LLC,Ransomware,"3,806",Finance,"2,022",0,4,161,MD,"13,450",,"2,022",2022,"1,000-9,999",Jan-99,7,7,FALSE,3,FALSE,Jan-99,MD
11/18/21,5/27/22,Cyberattack,11/4/21,11/18/21,"Private Client Services, LLC",Phishing,518,Finance,"2,022",0,14,190,WA,"13,449",,"2,022",2022,500-999,Jan-99,14,14,TRUE,,TRUE,Jan-99,WA
10/17/21,4/27/22,Unauthorized Access,,,"Medscan Laboratory, Inc. (Adaptive Health Integrations",,"2,968",Health,"2,022",,,192,ND,"13,448",,"2,022",2022,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,ND
12/13/21,5/26/22,Cyberattack,12/3/21,12/15/21,"Shutterfly, LLC",Ransomware,"1,273",Business,"2,022",2,12,164,CA,"13,447",Retail,"2,022",2022,"1,000-9,999",Jan-99,10,12,TRUE,,FALSE,Jan-99,CA
2/25/22,5/26/22,Unauthorized Access,12/29/20,3/1/22,Aon Plc,,"6,889",Finance,"2,022",4,427,90,IL,"13,446",,"2,022",2022,"1,000-9,999",400-499,423,427,TRUE,,FALSE,400-499,IL
3/26/22,5/25/22,Unauthorized Access,3/25/22,3/26/22,Fred Hutchinson Cancer Center,,"78,834",Health,"2,022",0,1,60,WA,"13,445",,"2,022",2022,"50,000-999,999",Jan-99,1,1,TRUE,,TRUE,Jan-99,WA
4/25/22,5/25/22,Cyberattack,3/26/22,4/1/22,"Elephant Insurance Services, LLC",Other,937,Business,"2,022",0,6,30,VA,"13,444",Other,"2,022",2022,500-999,Jan-99,30,30,FALSE,24,FALSE,Jan-99,VA
12/31/21,4/8/22,Unauthorized Access,12/28/21,12/30/21,EMC National Life Company,,"2,666",Finance,"2,022",0,2,98,OR,"13,407",,"2,022",2022,"1,000-9,999",Jan-99,3,3,FALSE,1,FALSE,Jan-99,OR
10/30/21,5/23/22,Unauthorized Access,10/30/21,10/30/21,"C.R. England, Inc.",Ransomware,"4,143",Business,"2,022",0,0,205,UT,"13,400",Shipping,"2,022",2022,"1,000-9,999",0,0,0,TRUE,,TRUE,0,UT
3/19/22,5/18/22,Cyberattack,3/19/22,3/19/22,Partnership HealthPlan of California,Ransomware,"1,352",Health,"2,022",0,0,60,CA,"13,399",,"2,022",2022,"1,000-9,999",0,0,0,TRUE,,TRUE,0,CA
3/14/22,5/12/22,Unauthorized Access,3/11/22,3/14/22,Parker-Hannifin Corporation,,"4,597",Business,"2,022",0,3,59,OH,"13,398",Manufacturing,"2,022",2022,"1,000-9,999",Jan-99,3,3,TRUE,,TRUE,Jan-99,OH
6/11/21,5/6/22,Cyberattack,6/6/21,6/10/21,Cornish College of the Arts ,Ransomware,"72,139",Education,"2,022",0,4,329,WA,"13,397",,"2,022",2022,"50,000-999,999",Jan-99,5,5,FALSE,1,FALSE,Jan-99,WA
1/2/22,5/3/22,Theft or Mistake,12/31/21,12/31/21,"Wells Fargo Bank, N.A.",,"1,511",Finance,"2,022",0,0,121,CA,"13,377",,"2,022",2022,"1,000-9,999",Jan-99,2,2,FALSE,2,FALSE,0,CA
3/28/22,4/28/22,Theft or Mistake,3/28/22,,Washington Department of Labor & Industries,,,Government,"2,022",,,31,WA,"13,376",,"2,022",2022,Unknown,Unknown,0,,FALSE,,FALSE,Unknown,WA
1/28/22,4/18/22,Cyberattack,11/10/21,11/11/21,UNITE HERE Retirement Fund,Ransomware,584,Finance,"2,022",0,1,80,,"13,367",,"2,022",2022,500-999,Jan-99,79,79,FALSE,78,FALSE,Jan-99,
9/26/21,3/25/22,Unauthorized Access,9/10/21,9/29/21,"Lincare Holdings, Inc.",,"37,050",Health,"2,022",3,19,180,FL,"13,355",,"2,022",2022,"10,000-49,999",Jan-99,16,19,TRUE,,FALSE,Jan-99,FL
3/3/22,4/14/22,Unauthorized Access,,,Snap-On Incorporated,,531,Business,"2,022",,,42,WI,"13,329",Manufacturing,"2,022",2022,500-999,Unknown,,,FALSE,,FALSE,Unknown,WI
2/22/22,4/7/22,Unauthorized Access,,,"IMCO General Construction, Inc.",,"1,442",Business,"2,022",,,44,PA,"13,328",Construction,"2,022",2022,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,PA
3/1/22,4/22/22,Cyberattack,12/4/21,12/4/21,King County Public Hospital District No. 2,Other,"19,092",Health,"2,022",0,0,52,WA,"13,311",,"2,022",2022,"10,000-49,999",Jan-99,87,87,FALSE,87,FALSE,0,WA
3/15/22,4/15/22,Cyberattack,2/17/22,3/15/22,PlanMember Securities Corporation,Phishing,"4,231",Finance,"2,022",0,26,31,CA,"13,292",,"2,022",2022,"1,000-9,999",Jan-99,26,26,TRUE,,TRUE,Jan-99,CA
2/5/22,4/14/22,Cyberattack,2/2/22,2/3/22,"AUTOPAY Direct, Inc. ",Ransomware,831,Finance,"2,022",0,1,68,CO,"13,291",,"2,022",2022,500-999,Jan-99,3,3,FALSE,2,FALSE,Jan-99,CO
1/8/22,4/12/22,Unauthorized Access,12/28/21,1/8/22,Illuminate Education,,"1,743",Education,"2,022",0,11,94,CA,"13,290",,"2,022",2022,"1,000-9,999",Jan-99,11,11,TRUE,,TRUE,Jan-99,CA
6/28/21,4/8/22,Unauthorized Access,6/28/21,6/28/21,Stevens & Lee,,"1,028",Business,"2,022",0,0,284,PA,"13,271",Legal,"2,022",2022,"1,000-9,999",0,0,0,TRUE,,TRUE,0,PA
2/4/22,4/7/22,Cyberattack,2/4/22,,PBS Engineering and Environmental,Ransomware,691,Business,"2,022",,,62,OR,"13,270",Manufacturing,"2,022",2022,500-999,Unknown,0,,FALSE,,FALSE,Unknown,OR
7/4/21,4/6/22,Cyberattack,2/2/21,7/9/21,"DialAmerica Marketing, Inc.",Ransomware,621,Business,"2,022",5,157,276,NJ,"13,265",Other,"2,022",2022,500-999,100-199,152,157,TRUE,,FALSE,100-199,NJ
12/6/21,4/6/22,Unauthorized Access,10/27/21,12/7/21,"Pingora Loan Servicing, LLC",,"52,606",Finance,"2,022",1,41,121,CO,"13,264",,"2,022",2022,"50,000-999,999",Jan-99,40,41,TRUE,,FALSE,Jan-99,CO
2/18/22,4/5/22,Unauthorized Access,10/9/21,2/18/22,Sterling Valley Systems d/b/a Inntopia,,"13,396",Business,"2,022",0,132,46,VT,"13,263",Software,"2,022",2022,"10,000-49,999",100-199,132,132,TRUE,,TRUE,100-199,VT
10/3/21,3/25/22,Cyberattack,9/30/21,10/4/21,"Marten Transport, Ltd.",Ransomware,521,Business,"2,022",1,4,173,WI,"13,228",Shipping,"2,022",2022,500-999,Jan-99,3,4,TRUE,,FALSE,Jan-99,WI
3/10/22,3/25/22,Cyberattack,7/14/21,8/19/21,"Christie Business Holdings Company, P.C.",Phishing,694,Health,"2,022",0,36,15,IL,"13,227",,"2,022",2022,500-999,200-299,239,239,FALSE,203,FALSE,Jan-99,IL
3/4/21,3/23/22,Cyberattack,9/8/20,11/24/21,"Leerburg Enterprises, Inc.",Skimmers,634,Business,"2,022",265,442,384,WI,"13,223",Retail,"2,022",2022,500-999,400-499,177,442,TRUE,,FALSE,400-499,WI
11/12/21,3/22/22,Cyberattack,11/10/21,11/17/21,"Horizon Actuarial Services, LLC",Other,"53,256",Business,"2,022",5,7,130,GA,"13,222",Professional Services,"2,022",2022,"50,000-999,999",Jan-99,2,7,TRUE,,FALSE,Jan-99,GA
8/1/21,3/21/22,Unauthorized Access,7/20/21,9/2/21,"Morley Companies, Inc.",,"42,633",Business,"2,022",32,44,232,WA,"13,221",Other,"2,022",2022,"10,000-49,999",Jan-99,12,44,TRUE,,FALSE,Jan-99,WA
2/24/22,3/21/22,Cyberattack,2/23/22,3/23/22,Spokane Regional Health District,Phishing,"1,260",Government,"2,022",27,28,25,WA,"13,217",,"2,022",2022,"1,000-9,999",Jan-99,1,28,TRUE,,FALSE,Jan-99,WA
12/6/21,3/18/22,Unauthorized Access,10/27/21,12/7/21,"Lakeview Loan Servicing, LLC",,"156,630",Finance,"2,022",1,41,102,FL,"13,216",,"2,022",2022,"50,000-999,999",Jan-99,40,41,TRUE,,FALSE,Jan-99,FL
2/6/22,3/16/22,Unauthorized Access,1/13/22,2/6/22,Sarku Japan,Other,729,Business,"2,022",0,24,38,NY,"13,215",Other,"2,022",2022,500-999,Jan-99,24,24,TRUE,,TRUE,Jan-99,NY
9/3/21,3/14/22,Cyberattack,9/3/21,9/3/21,Marker Group Inc.,Ransomware,"1,493",Business,"2,022",0,0,192,TX,"13,164",Professional Services,"2,022",2022,"1,000-9,999",0,0,0,TRUE,,TRUE,0,TX
7/5/21,3/15/22,Cyberattack,7/2/21,7/4/21,Chelan Douglas Health District,Malware,"108,906",Health,"2,022",0,2,253,,"13,163",,"2,022",2022,"50,000-999,999",Jan-99,3,3,FALSE,1,FALSE,Jan-99,
12/20/21,3/11/22,Unauthorized Access,12/6/20,12/20/20,"American Financial Resources, Inc.",,"6,581",Finance,"2,022",0,14,81,NJ,"13,162",,"2,022",2022,"1,000-9,999",300-399,379,379,FALSE,365,FALSE,Jan-99,NJ
12/26/21,3/4/22,Cyberattack,12/17/21,12/26/21,"Wagstaff, Inc.",Ransomware,"2,028",Business,"2,022",0,9,68,WA,"13,148",Manufacturing,"2,022",2022,"1,000-9,999",Jan-99,9,9,TRUE,,TRUE,Jan-99,WA
1/24/22,2/24/22,Unauthorized Access,,,Washington State Department of Licensing,,"483,904",Government,"2,022",,,31,WA,"13,147",,"2,022",2022,"50,000-999,999",Unknown,,,FALSE,,FALSE,Unknown,WA
11/26/21,2/23/22,Cyberattack,11/23/21,11/23/21,"Creative Services, Inc., on behalf of relevant data owners",Other,"1,311",Business,"2,022",0,0,89,MA,"13,146",Professional Services,"2,022",2022,"1,000-9,999",Jan-99,3,3,FALSE,3,FALSE,0,MA
11/22/21,2/22/22,Unauthorized Access,11/18/21,11/22/21,Logan Health Medical Center,,"3,575",Health,"2,022",0,4,92,MT,"11,453",,"2,022",2022,"1,000-9,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,MT
7/21/21,2/18/22,Cyberattack,7/15/21,7/21/21,"Welfare & Pension Administration Service, Inc. (WPAS)",Malware,"103,557",Business,"2,022",0,6,212,WA,"11,452",Professional Services,"2,022",2022,"50,000-999,999",Jan-99,6,6,TRUE,,TRUE,Jan-99,WA
1/18/22,2/18/22,Cyberattack,12/21/21,1/3/22,Virginia Mason Medical Center,Phishing,"3,000",Health,"2,022",0,13,31,WA,"11,451",,"2,022",2022,"1,000-9,999",Jan-99,28,28,FALSE,15,FALSE,Jan-99,WA
9/30/20,2/15/22,Cyberattack,4/9/20,10/22/20,Comprehensive Health Services,Other,"2,785",Health,"2,022",22,196,503,FL,"11,450",,"2,022",2022,"1,000-9,999",100-199,174,196,TRUE,,FALSE,100-199,FL
2/20/21,2/11/22,Cyberattack,1/22/21,2/20/21,"DPI Specialty Foods, Inc.",Malware,610,Business,"2,022",0,29,356,CA,"11,443",Other,"2,022",2022,500-999,Jan-99,29,29,TRUE,,TRUE,Jan-99,CA
12/29/21,2/9/22,Cyberattack,,12/29/21,WA State Department of Transportation,Other,"2,249",Government,"2,022",0,,42,WA,"11,442",,"2,022",2022,"1,000-9,999",Unknown,,,TRUE,,TRUE,Unknown,WA
9/16/21,1/31/22,Theft or Mistake,,,American Marriage Ministries,,"16,727",Non-Profit/Charity,"2,022",,,137,WA,"11,428",,"2,022",2022,"10,000-49,999",Unknown,,,FALSE,,FALSE,Unknown,WA
11/23/21,1/31/22,Unauthorized Access,10/28/21,11/15/21,"Unum Group (""Unum"")",,"1,610",Business,"2,022",0,18,69,TN,"11,427",Other,"2,022",2022,"1,000-9,999",Jan-99,26,26,FALSE,8,FALSE,Jan-99,TN
9/8/20,1/29/22,Cyberattack,9/3/20,9/8/20,Fairmount Memorial Association,Ransomware,"6,909",Business,"2,022",0,5,508,WA,"11,425",Other,"2,022",2022,"1,000-9,999",Jan-99,5,5,TRUE,,TRUE,Jan-99,WA
11/18/21,1/28/22,Cyberattack,11/22/21,11/22/21,Keller Supply Company,Ransomware,"2,486",Business,"2,022",4,0,71,WA,"11,424",Retail,"2,022",2022,"1,000-9,999",0,-4,0,TRUE,,FALSE,0,WA
11/18/21,12/29/21,Cyberattack,10/27/21,10/30/21,"Innovations Group, Inc.",Malware,772,Health,"2,022",0,3,41,,"11,423",,"2,022",2022,500-999,Jan-99,22,22,FALSE,19,FALSE,Jan-99,
7/1/21,12/14/21,Cyberattack,6/25/21,8/10/21,"Cities Digital, Inc.",Malware,"3,000",Business,"2,022",40,46,166,WI,"11,422",Professional Services,"2,022",2022,"1,000-9,999",Jan-99,6,46,TRUE,,FALSE,Jan-99,WI
8/16/21,1/28/22,Cyberattack,8/16/21,8/17/21,Accutech Systems Corporation,Ransomware,"1,376",Business,"2,022",1,1,165,IN,"11,394",Software,"2,022",2022,"1,000-9,999",Jan-99,0,1,TRUE,,FALSE,Jan-99,IN
12/14/21,1/25/22,Cyberattack,12/9/21,12/10/21,Aditi Consulting,Other,918,Business,"2,022",0,1,42,WA,"11,393",Professional Services,"2,022",2022,500-999,Jan-99,5,5,FALSE,4,FALSE,Jan-99,WA
10/28/21,12/9/21,Cyberattack,10/24/21,11/24/21,Title Guaranty Company of Lewis County,Ransomware,"1,109",Business,"2,022",27,31,42,WA,"11,392",Other,"2,022",2022,"1,000-9,999",Jan-99,4,31,TRUE,,FALSE,Jan-99,WA
12/7/21,1/21/22,Cyberattack,3/26/20,4/7/21,"Nuna Baby Essentials, Inc. ",Other,816,Business,"2,022",0,377,45,PA,"11,374",Retail,"2,022",2022,500-999,500+,621,621,FALSE,244,FALSE,300-399,PA
12/30/21,1/21/22,Theft or Mistake,12/27/21,,Boeing Employees' Credit Union,,"2,187",Finance,"2,022",,,22,WA,"11,337",,"2,022",2022,"1,000-9,999",Unknown,3,,FALSE,,FALSE,Unknown,WA
12/21/21,1/19/22,Cyberattack,2/2/21,3/22/21,"LendUS, LLC",Phishing,696,Finance,"2,022",0,48,29,CA,"11,336",,"2,022",2022,500-999,300-399,322,322,FALSE,274,FALSE,Jan-99,CA
12/21/21,1/19/22,Cyberattack,,12/21/21,Spokane Regional Health District,Phishing,"1,058",Government,"2,022",0,,29,WA,"11,332",,"2,022",2022,"1,000-9,999",Unknown,,,TRUE,,TRUE,Unknown,WA
11/9/21,1/7/22,Cyberattack,11/2/21,11/9/21,Medical Review Institute of America,Malware,"3,225",Health,"2,022",0,7,59,WA,"11,331",,"2,022",2022,"1,000-9,999",Jan-99,7,7,TRUE,,TRUE,Jan-99,WA
9/27/21,1/3/22,Cyberattack,,9/27/21,Ravkoo,Other,"5,729",Health,"2,022",0,,98,FL,"11,323",,"2,022",2022,"1,000-9,999",Unknown,,,TRUE,,TRUE,Unknown,FL
10/19/21,1/2/22,Cyberattack,10/15/21,10/19/21,North Broward Hospital District d/b/a Broward Health,Malware,"1,168",Health,"2,022",0,4,75,WA,"11,322",,"2,022",2022,"1,000-9,999",Jan-99,4,4,TRUE,,TRUE,Jan-99,WA
12/12/21,12/30/21,Cyberattack,12/7/21,12/12/21,"McMenamins, Inc.",Ransomware,"4,693",Business,"2,022",0,5,18,OR,"11,321",Hospitality,"2,022",2022,"1,000-9,999",Jan-99,5,5,TRUE,,TRUE,Jan-99,OR
11/1/21,12/22/21,Cyberattack,4/1/21,11/1/21,Pro Wrestling Tees,Malware,581,Business,"2,022",0,214,51,IL,"11,306",Clothing,"2,022",2022,500-999,200-299,214,214,TRUE,,TRUE,200-299,IL
11/16/21,12/20/21,Cyberattack,8/17/21,10/11/21,"J.C. Penney Corporation, Inc. Pension Plan",Ransomware,"1,147",Business,"2,022",0,55,34,TX,"11,305",Retail,"2,022",2022,"1,000-9,999",Jan-99,91,91,FALSE,36,FALSE,Jan-99,TX
10/10/21,12/30/21,Cyberattack,11/1/19,8/31/21,Penn LLC d/b/a PulseTV,Malware,"4,302",Business,"2,022",0,669,81,IL,"11,304",Retail,"2,022",2022,"1,000-9,999",500+,709,709,FALSE,40,FALSE,500+,IL
11/19/21,1/7/22,Cyberattack,11/13/21,,"BearTooth Mapping, Inc.",Malware,"4,774",Business,"2,022",,,49,,"11,303",Software,"2,022",2022,"1,000-9,999",Unknown,6,,FALSE,,FALSE,Unknown,
8/12/21,12/17/21,Cyberattack,2/12/21,10/26/21,Heirloom Roses,Malware,"3,118",Business,"2,022",75,256,127,OR,"11,299",Retail,"2,022",2022,"1,000-9,999",200-299,181,256,TRUE,,FALSE,200-299,OR
10/15/21,12/17/21,Theft or Mistake,10/1/21,,"Skate Warehouse, LLC",,"8,655",Business,"2,022",,,63,,"11,289",Retail,"2,022",2022,"1,000-9,999",Unknown,14,,FALSE,,FALSE,Unknown,
10/15/21,12/17/21,Theft or Mistake,10/1/21,,"Running Warehouse, LLC",,"17,556",Business,"2,022",,,63,,"11,288",Retail,"2,022",2022,"10,000-49,999",Unknown,14,,FALSE,,FALSE,Unknown,
10/15/21,12/17/21,Theft or Mistake,10/1/21,,"Tackle Warehouse, LLC",,"10,942",Business,"2,022",,,63,,"11,287",Retail,"2,022",2022,"10,000-49,999",Unknown,14,,FALSE,,FALSE,Unknown,
10/15/21,12/17/21,Theft or Mistake,10/1/21,,"Tennis Warehouse, LLC",,"18,228",Business,"2,022",,,63,,"11,286",Retail,"2,022",2022,"10,000-49,999",Unknown,14,,FALSE,,FALSE,Unknown,
11/12/21,12/16/21,Cyberattack,11/11/21,11/12/21,"Cirrus Asset Management, Inc.",Ransomware,568,Business,"2,022",0,1,34,WA,"11,285",Other,"2,022",2022,500-999,Jan-99,1,1,TRUE,,TRUE,Jan-99,WA
9/28/21,12/6/21,Cyberattack,9/28/21,,"Pawn America Minnesota, LLC",Ransomware,748,Business,"2,022",,,69,MN,"11,282",Retail,"2,022",2022,500-999,Unknown,0,,FALSE,,FALSE,Unknown,MN
8/27/21,11/30/21,Cyberattack,8/25/21,8/27/21,Seneca Family of Agencies,Malware,"1,313",Health,"2,022",0,2,95,CA,"11,281",,"2,022",2022,"1,000-9,999",Jan-99,2,2,TRUE,,TRUE,Jan-99,CA
11/17/21,11/23/21,Cyberattack,9/6/21,,"GoDaddy.com, LLC",Malware,"9,581",Business,"2,022",,,6,AZ,"11,279",Web Services,"2,022",2022,"1,000-9,999",Unknown,72,,FALSE,,FALSE,Unknown,AZ
11/11/21,12/10/21,Unauthorized Access,10/25/21,11/11/21,"BioPlus Specialty Pharmacy Services, LLC",,"13,357",Health,"2,022",0,17,29,FL,"11,275",,"2,022",2022,"10,000-49,999",Jan-99,17,17,TRUE,,TRUE,Jan-99,FL
7/16/21,12/9/21,Cyberattack,7/13/21,7/16/21,"Mor Furniture for Less, Inc.",Ransomware,731,Business,"2,022",0,3,146,CA,"11,274",Other,"2,022",2022,500-999,Jan-99,3,3,TRUE,,TRUE,Jan-99,CA
6/10/21,12/3/21,Cyberattack,5/25/21,6/10/21,American Council for International Studies ,Malware,"3,712",Business,"2,022",0,16,176,MA,"11,273",Other,"2,022",2022,"1,000-9,999",Jan-99,16,16,TRUE,,TRUE,Jan-99,MA
11/3/21,12/1/21,Cyberattack,9/19/21,9/22/21,"HealthCare, Inc. ",Unclear/unknown,625,Health,"2,022",0,3,28,FL,"11,272",,"2,022",2022,500-999,Jan-99,45,45,FALSE,42,FALSE,Jan-99,FL
9/7/21,11/30/21,Cyberattack,8/8/21,8/8/21,"Cedar Grove Composting, Inc.",Ransomware,"1,596",Business,"2,022",0,0,84,WA,"11,271",Other,"2,022",2022,"1,000-9,999",Jan-99,30,30,FALSE,30,FALSE,0,WA
8/6/21,11/29/21,Cyberattack,5/24/21,7/28/21,"DNA Diagnostics Center, Inc.",Ransomware,"4,278",Business,"2,022",0,65,115,OH,"11,269",Other,"2,022",2022,"1,000-9,999",Jan-99,74,74,FALSE,9,FALSE,Jan-99,OH
2/8/21,11/22/21,Cyberattack,1/19/21,1/29/21,Astoria Company LLC,Other,"22,095",Business,"2,022",0,10,287,WA,"11,260",Web Services,"2,022",2022,"10,000-49,999",Jan-99,20,20,FALSE,10,FALSE,Jan-99,WA
4/19/21,11/22/21,Cyberattack,4/19/21,4/20/21,One Community Health,Ransomware,"7,945",Health,"2,022",1,1,217,WA,"11,259",,"2,022",2022,"1,000-9,999",Jan-99,0,1,TRUE,,FALSE,Jan-99,WA
9/4/21,11/18/21,Cyberattack,8/29/21,9/4/21,"Utah Imaging Associates, Inc.",Ransomware,895,Health,"2,022",0,6,75,WA,"11,257",,"2,022",2022,500-999,Jan-99,6,6,TRUE,,TRUE,Jan-99,WA
10/22/21,11/16/21,Cyberattack,9/26/20,10/27/21,"Diode Dynamics, L.L.C.",Skimmers,"1,462",Business,"2,022",5,396,25,MO,"11,256",Retail,"2,022",2022,"1,000-9,999",300-399,391,396,TRUE,,FALSE,300-399,MO
